date,y,clim,p_p2,p_m1,p_h,p_hmm_high,p20,q20,x_hmm,p_ens,lo,hi,state_p2,state_ens3,refit_year,block24,block18,theta_id
2005-06-21,0,0.1842480399,0.04283071407,0.03221552596,0.09130120991,3.568224543e-07,0.2673534164,0.3097299896,-9.210240367,0.04283071407,0.03221552596,0.09130120991,normal,normal,2005,2,2,773379382842
2005-06-22,0,0.1842480399,0.04400121811,0.03185586042,0.09130120991,3.070715135e-07,0.267353392,0.3097299559,-9.210240367,0.04400121811,0.03185586042,0.09130120991,normal,normal,2005,2,2,773379382842
2005-06-23,0,0.1842480399,0.06228947857,0.04577191151,0.1024892109,0.0005515659613,0.2676236945,0.3101040221,-7.502197405,0.06228947857,0.04577191151,0.1024892109,normal,normal,2005,2,2,773379382842
2005-06-24,0,0.1842480399,0.06120136755,0.04646041256,0.09683266118,0.0002378247034,0.2674698556,0.3098911276,-8.343738843,0.06120136755,0.04646041256,0.09683266118,normal,normal,2005,2,2,773379382842
2005-06-27,0,0.1842480399,0.06293096327,0.05123385324,0.09130120991,9.499261747e-05,0.2673998198,0.3097942064,-9.210240367,0.06293096327,0.05123385324,0.09130120991,normal,normal,2005,2,2,773379382842
2005-06-28,0,0.1842480399,0.05056003758,0.0384456314,0.09916210858,0.0003380369157,0.2675189933,0.3099591283,-7.992017356,0.05056003758,0.0384456314,0.09916210858,normal,normal,2005,2,2,773379382842
2005-06-29,0,0.1842480399,0.05151248135,0.04092351798,0.09790655272,0.0002799369162,0.2674905048,0.3099197035,-8.180666303,0.05151248135,0.04092351798,0.09790655272,normal,normal,2005,2,2,773379382842
2005-06-30,0,0.1842480399,0.06033926538,0.04454168661,0.101755668,0.0004957391536,0.2675963206,0.3100661399,-7.608964807,0.06033926538,0.04454168661,0.101755668,normal,normal,2005,2,2,773379382842
2005-07-01,0,0.1842480399,0.04856447888,0.0361528839,0.098225549,0.0002937365891,0.2674972713,0.3099290675,-8.132533368,0.04856447888,0.0361528839,0.098225549,normal,normal,2005,2,2,773379382842
2005-07-05,0,0.1842480399,0.05412092563,0.03974254951,0.1052651559,0.0008209841672,0.2677558002,0.3102868405,-7.104185412,0.05412092563,0.03974254951,0.1052651559,normal,normal,2005,2,2,773379382842
2005-07-06,0,0.1842480399,0.06260496801,0.04770861305,0.114698578,0.002966772986,0.2688079595,0.3117429026,-5.817309271,0.06260496801,0.04770861305,0.114698578,normal,normal,2005,2,2,773379382842
2005-07-07,0,0.1842480399,0.07278733852,0.0508064426,0.1093355469,0.001446734218,0.2680626285,0.310711454,-6.536998744,0.07278733852,0.0508064426,0.1093355469,normal,normal,2005,2,2,773379382842
2005-07-08,0,0.1842480399,0.0529201303,0.03678428278,0.110337456,0.001658408484,0.2681664202,0.3108550893,-6.400237096,0.0529201303,0.03678428278,0.110337456,normal,normal,2005,2,2,773379382842
2005-07-11,0,0.1842480399,0.04673844811,0.03465510916,0.1028413714,0.0005804184484,0.2676378419,0.3101236005,-7.451180665,0.04673844811,0.03465510916,0.1028413714,normal,normal,2005,2,2,773379382842
2005-07-12,0,0.1842480399,0.04493765997,0.0306690731,0.1020980622,0.0005211014229,0.2676087566,0.3100833499,-7.559044628,0.04493765997,0.0306690731,0.1020980622,normal,normal,2005,2,2,773379382842
2005-07-13,0,0.1842480399,0.04024722823,0.02938546686,0.09707738136,0.0002468615145,0.2674742867,0.3098972596,-8.306436157,0.04024722823,0.02938546686,0.09707738136,normal,normal,2005,2,2,773379382842
2005-07-14,0,0.1842480399,0.04256497841,0.02903943283,0.0979166578,0.0002803645542,0.2674907145,0.3099199937,-8.179139419,0.04256497841,0.02903943283,0.0979166578,normal,normal,2005,2,2,773379382842
2005-07-15,0,0.1842480399,0.03427404539,0.02374821738,0.0956451545,0.0001982160251,0.267450434,0.3098642504,-8.52595485,0.03427404539,0.02374821738,0.0956451545,normal,normal,2005,2,2,773379382842
2005-07-18,0,0.1842480399,0.03997667676,0.02858078059,0.09793521045,0.000281151284,0.2674911002,0.3099205276,-8.176336465,0.03997667676,0.02858078059,0.09793521045,normal,normal,2005,2,2,773379382842
2005-07-19,0,0.1842480399,0.03615269901,0.02502664654,0.09397719587,0.0001529355774,0.2674282313,0.3098335246,-8.785340841,0.03615269901,0.02502664654,0.09397719587,normal,normal,2005,2,2,773379382842
2005-07-20,0,0.1842480399,0.03616526738,0.0227062638,0.09130120991,5.660270858e-05,0.2673809958,0.3097681562,-9.210240367,0.03616526738,0.0227062638,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-21,0,0.1842480399,0.04345409345,0.03090493008,0.09279953646,0.0001270279748,0.2674155279,0.3098159445,-8.970976186,0.04345409345,0.03090493008,0.09279953646,normal,normal,2005,2,2,773379382842
2005-07-22,0,0.1842480399,0.03696176138,0.02578630426,0.09130120991,2.028646739e-05,0.2673631886,0.3097435132,-9.210240367,0.03696176138,0.02578630426,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-25,0,0.1842480399,0.0462028229,0.03245622376,0.09130120991,1.270064537e-05,0.267359469,0.3097383657,-9.210240367,0.0462028229,0.03245622376,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-26,0,0.1842480399,0.04137229393,0.03114154044,0.09130120991,9.217361956e-06,0.267357761,0.3097360021,-9.210240367,0.04137229393,0.03114154044,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-27,0,0.1842480399,0.03487294122,0.0240649742,0.09130120991,1.255043673e-05,0.2673593953,0.3097382638,-9.210240367,0.03487294122,0.0240649742,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-28,0,0.1842480399,0.03639494586,0.02578630426,0.09130120991,2.51448587e-05,0.2673655708,0.30974681,-9.210240367,0.03639494586,0.02578630426,0.09130120991,normal,normal,2005,2,2,773379382842
2005-07-29,0,0.1842480399,0.05033278175,0.03831683774,0.09130120991,9.133725038e-05,0.2673980274,0.309791726,-9.210240367,0.05033278175,0.03831683774,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-01,0,0.1842480399,0.05283566688,0.04508700007,0.09130120991,3.777660371e-05,0.2673717647,0.3097553815,-9.210240367,0.05283566688,0.04508700007,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-02,0,0.1842480399,0.05019645193,0.04065997071,0.09130120991,4.733672197e-05,0.2673764523,0.3097618686,-9.210240367,0.05019645193,0.04065997071,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-03,0,0.1842480399,0.04798404421,0.04171791901,0.09130120991,3.681929823e-05,0.2673712952,0.3097547319,-9.210240367,0.04798404421,0.04171791901,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-04,0,0.1842480399,0.060476056,0.05123385324,0.09393171471,0.000151849129,0.2674276986,0.3098327873,-8.792471242,0.060476056,0.05123385324,0.09393171471,normal,normal,2005,2,2,773379382842
2005-08-05,0,0.1842480399,0.06401302311,0.05066423294,0.09280530788,0.0001271442304,0.2674155849,0.3098160234,-8.970061291,0.06401302311,0.05066423294,0.09280530788,normal,normal,2005,2,2,773379382842
2005-08-08,0,0.1842480399,0.07200328852,0.06136695481,0.09130120991,6.666059485e-05,0.2673859275,0.3097749812,-9.210240367,0.07200328852,0.06136695481,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-09,0,0.1842480399,0.06018958602,0.04953129706,0.09242456995,0.0001196851573,0.2674119274,0.3098109619,-9.03052626,0.06018958602,0.04953129706,0.09242456995,normal,normal,2005,2,2,773379382842
2005-08-10,0,0.1842480399,0.06678575076,0.04924939325,0.09130120991,8.652999485e-05,0.2673956702,0.3097884639,-9.210240367,0.06678575076,0.04924939325,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-11,0,0.1842480399,0.06223140212,0.04981373581,0.09130120991,6.00391891e-05,0.2673826808,0.3097704881,-9.210240367,0.06223140212,0.04981373581,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-12,0,0.1842480399,0.06687677653,0.05440318545,0.09130120991,9.174365901e-05,0.2673982267,0.3097920017,-9.210240367,0.06687677653,0.05440318545,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-15,0,0.1842480399,0.05998526623,0.04756936547,0.0919516143,0.0001109911974,0.2674076645,0.3098050625,-9.105948666,0.05998526623,0.04756936547,0.0919516143,normal,normal,2005,2,2,773379382842
2005-08-16,0,0.1842480399,0.07972179169,0.06609057559,0.1168084826,0.003902633712,0.2692668464,0.3123779471,-5.542193374,0.07972179169,0.06609057559,0.1168084826,normal,normal,2005,2,2,773379382842
2005-08-17,0,0.1842480399,0.0732984308,0.06272823705,0.1024327112,0.0005470643884,0.2676214872,0.3101009675,-7.510396837,0.0732984308,0.06272823705,0.1024327112,normal,normal,2005,2,2,773379382842
2005-08-18,0,0.1842480399,0.07360285844,0.06455625527,0.0964892781,0.0002256673451,0.2674638944,0.309882878,-8.396222874,0.07360285844,0.06455625527,0.0964892781,normal,normal,2005,2,2,773379382842
2005-08-19,0,0.1842480399,0.0742318488,0.06455625527,0.09281547646,0.0001273493027,0.2674156854,0.3098161626,-8.968449475,0.0742318488,0.06455625527,0.09281547646,normal,normal,2005,2,2,773379382842
2005-08-22,0,0.1842480399,0.07901456257,0.06455625527,0.09262933905,0.0001236441587,0.2674138687,0.3098136484,-8.997979154,0.07901456257,0.06455625527,0.09262933905,normal,normal,2005,2,2,773379382842
2005-08-23,0,0.1842480399,0.0799199526,0.06333595066,0.09130120991,8.458640214e-05,0.2673947172,0.3097871451,-9.210240367,0.0799199526,0.06333595066,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-24,0,0.1842480399,0.0949750508,0.07628551946,0.1037134122,0.0006580887736,0.2676759266,0.310176305,-7.325512416,0.0949750508,0.07628551946,0.1037134122,normal,normal,2005,2,2,773379382842
2005-08-25,0,0.1842480399,0.07815149442,0.06934368528,0.09656731719,0.0002283779001,0.2674652235,0.3098847173,-8.384280441,0.07815149442,0.06934368528,0.09656731719,normal,normal,2005,2,2,773379382842
2005-08-26,0,0.1842480399,0.0794076758,0.06918785188,0.1016071727,0.00048510433,0.2675911059,0.3100589234,-7.630661355,0.0794076758,0.06918785188,0.1016071727,normal,normal,2005,2,2,773379382842
2005-08-29,0,0.1842480399,0.08013929984,0.06609057559,0.100876484,0.0004358252467,0.2675669426,0.3100254843,-7.737833285,0.08013929984,0.06609057559,0.100876484,normal,normal,2005,2,2,773379382842
2005-08-30,0,0.1842480399,0.08315290619,0.06809956748,0.09130120991,6.69633517e-05,0.267386076,0.3097751866,-9.210240367,0.08315290619,0.06809956748,0.09130120991,normal,normal,2005,2,2,773379382842
2005-08-31,0,0.1842480399,0.06976230129,0.052379285,0.107345523,0.001099353434,0.2678922949,0.3104757328,-6.811933101,0.06976230129,0.052379285,0.107345523,normal,normal,2005,2,2,773379382842
2005-09-01,0,0.1842480399,0.08278028799,0.060464196,0.1002637044,0.0003981657868,0.2675484767,0.3099999298,-7.828243845,0.08278028799,0.060464196,0.1002637044,normal,normal,2005,2,2,773379382842
2005-09-02,0,0.1842480399,0.08157330796,0.06686137203,0.1002837613,0.0003993484226,0.2675490566,0.3100007323,-7.825276854,0.08157330796,0.06686137203,0.1002837613,normal,normal,2005,2,2,773379382842
2005-09-06,0,0.1842480399,0.07160506274,0.05718790849,0.1153670814,0.00323763702,0.2689407741,0.3119267021,-5.729668641,0.07160506274,0.05718790849,0.1153670814,normal,normal,2005,2,2,773379382842
2005-09-07,0,0.1842480399,0.06311749794,0.05123385324,0.109341603,0.001447933705,0.2680632166,0.310712268,-6.536168787,0.06311749794,0.05123385324,0.109341603,normal,normal,2005,2,2,773379382842
2005-09-08,0,0.1842480399,0.06927194596,0.05718790849,0.1061038456,0.000924106859,0.267806365,0.3103568162,-6.985758311,0.06927194596,0.05718790849,0.1061038456,normal,normal,2005,2,2,773379382842
2005-09-09,0,0.1842480399,0.0541359514,0.04372813185,0.1118879086,0.002044149247,0.2683555631,0.3111168403,-6.190727351,0.0541359514,0.04372813185,0.1118879086,normal,normal,2005,2,2,773379382842
2005-09-12,0,0.1842480399,0.046514353,0.03935177027,0.1070101108,0.001049162868,0.2678676846,0.3104416751,-6.858712988,0.046514353,0.03935177027,0.1070101108,normal,normal,2005,2,2,773379382842
2005-09-13,0,0.1842480399,0.05954534445,0.04939027811,0.1075132494,0.001125290035,0.2679050125,0.3104933325,-6.788588544,0.05954534445,0.04939027811,0.1075132494,normal,normal,2005,2,2,773379382842
2005-09-14,0,0.1842480399,0.06600761896,0.05689277902,0.1048757551,0.0007768750129,0.2677341718,0.3102569095,-7.159453902,0.06600761896,0.05689277902,0.1048757551,normal,normal,2005,2,2,773379382842
2005-09-15,0,0.1842480399,0.06160145644,0.0508064426,0.09130120991,9.162849785e-05,0.2673981702,0.3097919236,-9.210240367,0.06160145644,0.0508064426,0.09130120991,normal,normal,2005,2,2,773379382842
2005-09-16,0,0.1842480399,0.04834861617,0.03391569235,0.09637412174,0.0002217227274,0.2674619602,0.3098802013,-8.413861185,0.04834861617,0.03391569235,0.09637412174,normal,normal,2005,2,2,773379382842
2005-09-19,0,0.1842480399,0.05834167259,0.04590932603,0.09682036492,0.0002373789407,0.267469637,0.3098908251,-8.345615381,0.05834167259,0.04590932603,0.09682036492,normal,normal,2005,2,2,773379382842
2005-09-20,0,0.1842480399,0.07084055807,0.05295505139,0.09605286429,0.0002110578132,0.2674567308,0.3098729644,-8.463167386,0.07084055807,0.05295505139,0.09605286429,normal,normal,2005,2,2,773379382842
2005-09-21,0,0.1842480399,0.08376710025,0.07028056882,0.1050247575,0.0007934832684,0.2677423155,0.3102681793,-7.138284306,0.08376710025,0.07028056882,0.1050247575,normal,normal,2005,2,2,773379382842
2005-09-22,0,0.1842480399,0.08029141675,0.06318386843,0.09751742295,0.0002639277386,0.2674826549,0.3099088402,-8.239571247,0.08029141675,0.06318386843,0.09751742295,normal,normal,2005,2,2,773379382842
2005-09-23,0,0.1842480399,0.07318425737,0.05763146685,0.09130120991,9.000155027e-05,0.2673973725,0.3097908196,-9.210240367,0.07318425737,0.05763146685,0.09130120991,normal,normal,2005,2,2,773379382842
2005-09-26,0,0.1842480399,0.07737187938,0.0588192953,0.09130120991,8.530284105e-05,0.2673950685,0.3097876312,-9.210240367,0.07737187938,0.0588192953,0.09130120991,normal,normal,2005,2,2,773379382842
2005-09-27,0,0.1842480399,0.07046979296,0.05469428463,0.09130120991,5.424051719e-05,0.2673798375,0.3097665533,-9.210240367,0.07046979296,0.05469428463,0.09130120991,normal,normal,2005,2,2,773379382842
2005-09-28,0,0.1842480399,0.06945061341,0.05281092106,0.09130120991,4.260799937e-05,0.2673741337,0.3097586599,-9.210240367,0.06945061341,0.05281092106,0.09130120991,normal,normal,2005,2,2,773379382842
2005-09-29,0,0.1842480399,0.06625844692,0.04729128711,0.09479075242,0.0001736468293,0.2674383868,0.3098475786,-8.658313376,0.06625844692,0.04729128711,0.09479075242,normal,normal,2005,2,2,773379382842
2005-09-30,0,0.1842480399,0.06052935812,0.04291994759,0.09130120991,6.570057197e-05,0.2673854568,0.3097743298,-9.210240367,0.06052935812,0.04291994759,0.09130120991,normal,normal,2005,2,2,773379382842
2005-10-03,0,0.1842480399,0.06473628896,0.05038020661,0.09130120991,8.587577975e-05,0.2673953494,0.30978802,-9.210240367,0.06473628896,0.05038020661,0.09130120991,normal,normal,2005,2,2,773379382842
2005-10-04,0,0.1842480399,0.0798033219,0.06121622775,0.1046579455,0.0007531843042,0.2677225554,0.3102408337,-7.190447132,0.0798033219,0.06121622775,0.1046579455,normal,normal,2005,2,2,773379382842
2005-10-05,0,0.1842480399,0.09850427527,0.08240276145,0.1161301602,0.00357514758,0.2691062679,0.3121557257,-5.630167269,0.09850427527,0.08240276145,0.1161301602,normal,normal,2005,2,2,773379382842
2005-10-06,0,0.1842480399,0.1151623323,0.08911231094,0.1034615896,0.0006347110301,0.2676644636,0.3101604416,-7.361705821,0.1151623323,0.08911231094,0.1151623323,normal,normal,2005,2,2,773379382842
2005-10-07,0,0.1842480399,0.1029482579,0.08305261598,0.1015932131,0.0004841156871,0.2675906211,0.3100582526,-7.632702424,0.1029482579,0.08305261598,0.1029482579,normal,normal,2005,2,2,773379382842
2005-10-10,0,0.1842480399,0.1174268039,0.09893400073,0.1133744769,0.002491888017,0.2685751059,0.3114206612,-5.992219618,0.1174268039,0.09893400073,0.1174268039,normal,normal,2005,2,2,773379382842
2005-10-11,0,0.1842480399,0.1193591204,0.1002787153,0.1075513946,0.001131268414,0.267907944,0.3104973892,-6.783283877,0.1193591204,0.1002787153,0.1193591204,normal,normal,2005,2,2,773379382842
2005-10-12,0,0.1842480399,0.1353043423,0.1102744412,0.1168038783,0.003900318885,0.2692657114,0.3123763763,-5.542789019,0.1353043423,0.1102744412,0.1353043423,normal,normal,2005,2,2,773379382842
2005-10-13,0,0.1842480399,0.1339020864,0.114545481,0.1074333966,0.001112870972,0.267898923,0.3104849053,-6.799698651,0.1339020864,0.1074333966,0.1339020864,normal,normal,2005,2,2,773379382842
2005-10-14,0,0.1842480399,0.1128721266,0.08763059582,0.1176793592,0.004364428477,0.2694932814,0.3126913059,-5.429894051,0.1128721266,0.08763059582,0.1176793592,normal,normal,2005,2,2,773379382842
2005-10-17,0,0.1842480399,0.1018164889,0.08435551122,0.1135362761,0.002545825679,0.2686015535,0.3114572615,-5.970751178,0.1018164889,0.08435551122,0.1135362761,normal,normal,2005,2,2,773379382842
2005-10-18,0,0.1842480399,0.1102967928,0.09525111634,0.1241187609,0.009745796198,0.2721319642,0.3163429261,-4.621125649,0.1102967928,0.09525111634,0.1241187609,normal,normal,2005,2,2,773379382842
2005-10-19,0,0.1842480399,0.09291934915,0.06578293007,0.1371110653,0.04339468828,0.2886312554,0.3391759638,-3.09305384,0.09291934915,0.06578293007,0.1371110653,normal,normal,2005,2,2,773379382842
2005-10-20,0,0.1842480399,0.1385717674,0.1084013369,0.1773059956,0.7260406789,0.6233577292,0.8023972089,0.9746264124,0.1385717674,0.1084013369,0.1773059956,normal,normal,2005,2,2,773379382842
2005-10-21,0,0.1842480399,0.1348037937,0.1087415769,0.1778242766,0.7353602901,0.6279274779,0.8087211923,1.021991254,0.1348037937,0.1087415769,0.1778242766,normal,normal,2005,2,2,773379382842
2005-10-24,0,0.1842480399,0.1075654987,0.08549894659,0.2064925762,0.9704150498,0.7431834845,0.9682216654,3.490458075,0.1075654987,0.08549894659,0.2064925762,normal,normal,2005,2,2,773379382842
2005-10-25,0,0.1842480399,0.1078301271,0.08207823951,0.2120927776,0.9809622605,0.7483551704,0.9753786576,3.942110688,0.1078301271,0.08207823951,0.2120927776,normal,normal,2005,2,2,773379382842
2005-10-26,0,0.1842480399,0.1089143127,0.08305261598,0.2136602219,0.9831590285,0.7494323267,0.9768693126,4.066956188,0.1089143127,0.08305261598,0.2136602219,normal,normal,2005,2,2,773379382842
2005-10-27,0,0.1842480399,0.1274538268,0.1068717779,0.2373576963,0.9972104616,0.7563222619,0.9864041555,5.8790857,0.1274538268,0.1068717779,0.2373576963,normal,normal,2005,2,2,773379382842
2005-10-28,0,0.1842480399,0.1025993558,0.07756452705,0.2492608126,0.9988211856,0.7571120592,0.9874971402,6.742066577,0.1025993558,0.07756452705,0.2492608126,normal,normal,2005,2,2,773379382842
2005-10-31,0,0.1842480399,0.116393927,0.09508426319,0.2299025839,0.995147289,0.7553106124,0.9850041541,5.323353246,0.116393927,0.09508426319,0.2299025839,normal,normal,2005,2,2,773379382842
2005-11-01,0,0.1842480399,0.1042905528,0.08730197816,0.2222453413,0.9913304334,0.7534390675,0.9824141607,4.739229116,0.1042905528,0.08730197816,0.2222453413,normal,normal,2005,2,2,773379382842
2005-11-02,0,0.1842480399,0.08317361431,0.06547567283,0.2204176684,0.9900254835,0.7527992025,0.9815286644,4.597697196,0.08317361431,0.06547567283,0.2204176684,normal,normal,2005,2,2,773379382842
2005-11-03,0,0.1842480399,0.07665048333,0.05822447706,0.1929625036,0.9137556114,0.7154012749,0.9297744234,2.360378158,0.07665048333,0.05822447706,0.1929625036,normal,normal,2005,2,2,773379382842
2005-11-04,0,0.1842480399,0.07676356478,0.0607646867,0.1764496428,0.7101529817,0.6155674061,0.7916163372,0.8961271534,0.07676356478,0.0607646867,0.1764496428,normal,normal,2005,2,2,773379382842
2005-11-07,0,0.1842480399,0.07394320894,0.05971486651,0.1445152448,0.09311936409,0.3130130956,0.3729175027,-2.276128683,0.07394320894,0.05971486651,0.1445152448,normal,normal,2005,2,2,773379382842
2005-11-08,0,0.1842480399,0.07196124836,0.05941590043,0.1189851578,0.005153801592,0.2698803401,0.3132269487,-5.262853535,0.07196124836,0.05941590043,0.1189851578,normal,normal,2005,2,2,773379382842
2005-11-09,0,0.1842480399,0.07148042494,0.05527793332,0.1061581546,0.0009311876786,0.267809837,0.310361621,-6.978118091,0.07148042494,0.05527793332,0.1061581546,normal,normal,2005,2,2,773379382842
2005-11-10,0,0.1842480399,0.06167306508,0.04265176033,0.1034559701,0.0006341983597,0.2676642122,0.3101600938,-7.362514383,0.06167306508,0.04265176033,0.1034559701,normal,normal,2005,2,2,773379382842
2005-11-11,0,0.1842480399,0.05723990861,0.03909205889,0.09130120991,3.222607259e-05,0.267369043,0.3097516151,-9.210240367,0.05723990861,0.03909205889,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-14,0,0.1842480399,0.05942122184,0.04646041256,0.09130120991,2.766171265e-05,0.2673668049,0.3097485178,-9.210240367,0.05942122184,0.04646041256,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-15,0,0.1842480399,0.06535743477,0.04715245704,0.09130120991,3.753428918e-05,0.2673716458,0.309755217,-9.210240367,0.06535743477,0.04715245704,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-16,0,0.1842480399,0.06016925435,0.04756936547,0.09130120991,2.04772282e-06,0.2673542455,0.309731137,-9.210240367,0.06016925435,0.04756936547,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-17,0,0.1842480399,0.05043239084,0.03428460272,0.09130120991,2.372556235e-05,0.2673648749,0.3097458469,-9.210240367,0.05043239084,0.03428460272,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-18,0,0.1842480399,0.04707339143,0.0326976545,0.09130120991,1.916565327e-05,0.267362639,0.3097427527,-9.210240367,0.04707339143,0.0326976545,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-21,0,0.1842480399,0.04083998476,0.02915458341,0.09130120991,3.296823811e-05,0.2673694069,0.3097521187,-9.210240367,0.04083998476,0.02915458341,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-22,0,0.1842480399,0.03834839606,0.02666682724,0.09130120991,4.409731978e-05,0.2673748639,0.3097596705,-9.210240367,0.03834839606,0.02666682724,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-23,0,0.1842480399,0.04252231231,0.03078690722,0.09130120991,8.154520791e-05,0.267393226,0.3097850814,-9.210240367,0.04252231231,0.03078690722,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-25,0,0.1842480399,0.03669656052,0.02984955197,0.09130120991,2.494828184e-05,0.2673654745,0.3097466766,-9.210240367,0.03669656052,0.02984955197,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-28,0,0.1842480399,0.05140889206,0.04185086339,0.09158760861,0.0001047075546,0.2674045834,0.3098007986,-9.164234574,0.05140889206,0.04185086339,0.09158760861,normal,normal,2005,2,2,773379382842
2005-11-29,0,0.1842480399,0.05295723181,0.0425178948,0.09130120991,5.487611358e-05,0.2673801492,0.3097669846,-9.210240367,0.05295723181,0.0425178948,0.09130120991,normal,normal,2005,2,2,773379382842
2005-11-30,0,0.1842480399,0.05632952154,0.04481405097,0.09169859616,0.0001065871706,0.267405505,0.3098020741,-9.146440812,0.05632952154,0.04481405097,0.09169859616,normal,normal,2005,2,2,773379382842
2005-12-01,0,0.1842480399,0.04637353776,0.03416145473,0.1018137649,0.0004999592149,0.2675983898,0.3100690035,-7.600483949,0.04637353776,0.03416145473,0.1018137649,normal,normal,2005,2,2,773379382842
2005-12-02,0,0.1842480399,0.04014123233,0.03137890105,0.09130120991,8.45640899e-05,0.2673947063,0.3097871299,-9.210240367,0.04014123233,0.03137890105,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-05,0,0.1842480399,0.04666478677,0.03870371173,0.09130120991,8.043454876e-05,0.2673926814,0.3097843277,-9.210240367,0.04666478677,0.03870371173,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-06,0,0.1842480399,0.0501955763,0.03767534985,0.09130120991,4.937654059e-05,0.2673774525,0.3097632528,-9.210240367,0.0501955763,0.03767534985,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-07,0,0.1842480399,0.05784830279,0.04646041256,0.09189573483,0.0001100041123,0.2674071805,0.3098043927,-9.114882798,0.05784830279,0.04646041256,0.09189573483,normal,normal,2005,2,2,773379382842
2005-12-08,0,0.1842480399,0.06041993926,0.04687521698,0.09130120991,3.873391412e-05,0.2673722341,0.3097560311,-9.210240367,0.06041993926,0.04687521698,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-09,0,0.1842480399,0.05208030602,0.03987313097,0.09130120991,4.13481678e-05,0.2673735159,0.309757805,-9.210240367,0.05208030602,0.03987313097,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-12,0,0.1842480399,0.04988365883,0.03703803165,0.09130120991,1.56429049e-05,0.2673609117,0.3097403623,-9.210240367,0.04988365883,0.03703803165,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-13,0,0.1842480399,0.04524129077,0.03257684771,0.09130120991,4.839007573e-05,0.2673769688,0.3097625834,-9.210240367,0.04524129077,0.03257684771,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-14,0,0.1842480399,0.03553870813,0.0253509707,0.09130120991,3.064471559e-05,0.2673682676,0.309750542,-9.210240367,0.03553870813,0.0253509707,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-15,0,0.1842480399,0.03784242817,0.0281252672,0.09130120991,3.495530816e-06,0.2673549554,0.3097321194,-9.210240367,0.03784242817,0.0281252672,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-16,0,0.1842480399,0.03848271159,0.02756032744,0.09130120991,4.736883756e-06,0.2673555641,0.3097329618,-9.210240367,0.03848271159,0.02756032744,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-19,0,0.1842480399,0.04718741773,0.03590152187,0.09130120991,1.096278645e-05,0.2673586168,0.3097371865,-9.210240367,0.04718741773,0.03590152187,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-20,0,0.1842480399,0.04576545433,0.03354838866,0.09130120991,6.607069896e-06,0.2673564811,0.3097342308,-9.210240367,0.04576545433,0.03354838866,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-21,0,0.1842480399,0.04123517397,0.02903943283,0.09130120991,2.563332649e-06,0.2673544983,0.3097314869,-9.210240367,0.04123517397,0.02903943283,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-22,0,0.1842480399,0.03271133564,0.02332885895,0.09130120991,6.548987065e-06,0.2673564526,0.3097341914,-9.210240367,0.03271133564,0.02332885895,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-23,0,0.1842480399,0.03093579642,0.02312046528,0.09130120991,4.852480325e-06,0.2673556207,0.3097330402,-9.210240367,0.03093579642,0.02312046528,0.09130120991,normal,normal,2005,2,2,773379382842
2005-12-27,0,0.1842480399,0.05058241704,0.03831683774,0.09502487271,0.000180078228,0.2674415404,0.3098519427,-8.621939107,0.05058241704,0.03831683774,0.09502487271,normal,normal,2005,2,2,773379382842
2005-12-28,0,0.1842480399,0.04439502173,0.03552577166,0.09130120991,2.188815698e-05,0.267363974,0.3097446001,-9.210240367,0.04439502173,0.03552577166,0.09130120991,normal,normal,2005,2,2,773379382842
