date,VIX3M,VIX9D,VVIX,SKEW
2005-02-11,,,,123.730000
2005-02-14,,,,118.900000
2005-02-15,,,,121.300000
2005-02-16,,,,122.100000
2005-02-17,,,,123.750000
2005-02-18,,,,127.870000
2005-02-22,,,,124.500000
2005-02-23,,,,126.820000
2005-02-24,,,,125.330000
2005-02-25,,,,126.890000
2005-02-28,,,,119.820000
2005-03-01,,,,118.150000
2005-03-02,,,,116.600000
2005-03-03,,,,122.870000
2005-03-04,,,,121.980000
2005-03-07,,,,123.860000
2005-03-08,,,,127.250000
2005-03-09,,,,115.850000
2005-03-10,,,,118.500000
2005-03-11,,,,114.640000
2005-03-14,,,,113.030000
2005-03-15,,,,115.410000
2005-03-16,,,,112.820000
2005-03-17,,,,115.020000
2005-03-18,,,,121.750000
2005-03-21,,,,117.720000
2005-03-22,,,,117.150000
2005-03-23,,,,116.350000
2005-03-24,,,,119.080000
2005-03-28,,,,114.210000
2005-03-29,,,,117.210000
2005-03-30,,,,117.360000
2005-03-31,,,,118.510000
2005-04-01,,,,116.280000
2005-04-04,,,,117.600000
2005-04-05,,,,118.070000
2005-04-06,,,,115.820000
2005-04-07,,,,115.810000
2005-04-08,,,,114.010000
2005-04-11,,,,112.550000
2005-04-12,,,,111.180000
2005-04-13,,,,121.010000
2005-04-14,,,,115.820000
2005-04-15,,,,120.410000
2005-04-18,,,,117.850000
2005-04-19,,,,121.860000
2005-04-20,,,,119.970000
2005-04-21,,,,122.800000
2005-04-22,,,,120.590000
2005-04-25,,,,121.680000
2005-04-26,,,,118.980000
2005-04-27,,,,123.910000
2005-04-28,,,,117.280000
2005-04-29,,,,116.120000
2005-05-02,,,,119.440000
2005-05-03,,,,118.290000
2005-05-04,,,,120.470000
2005-05-05,,,,122.820000
2005-05-06,,,,119.540000
2005-05-09,,,,119.570000
2005-05-10,,,,117.850000
2005-05-11,,,,120.910000
2005-05-12,,,,117.850000
2005-05-13,,,,118.220000
2005-05-16,,,,125.220000
2005-05-17,,,,122.020000
2005-05-18,,,,125.160000
2005-05-19,,,,127.390000
2005-05-20,,,,128.090000
2005-05-23,,,,131.230000
2005-05-24,,,,130.790000
2005-05-25,,,,128.600000
2005-05-26,,,,129.170000
2005-05-27,,,,125.920000
2005-05-31,,,,120.560000
2005-06-01,,,,127.650000
2005-06-02,,,,127.810000
2005-06-03,,,,123.590000
2005-06-06,,,,122.680000
2005-06-07,,,,118.380000
2005-06-08,,,,121.360000
2005-06-09,,,,118.890000
2005-06-10,,,,118.480000
2005-06-13,,,,117.060000
2005-06-14,,,,120.130000
2005-06-15,,,,118.550000
2005-06-16,,,,119.110000
2005-06-17,,,,119.510000
2005-06-20,,,,121.290000
2005-06-21,,,,123.750000
2005-06-22,,,,123.980000
2005-06-23,,,,118.550000
2005-06-24,,,,115.920000
2005-06-27,,,,118.020000
2005-06-28,,,,119.310000
2005-06-29,,,,118.460000
2005-06-30,,,,118.190000
2005-07-01,,,,123.580000
2005-07-05,,,,123.740000
2005-07-06,,,,121.080000
2005-07-07,,,,121.980000
2005-07-08,,,,125.020000
2005-07-11,,,,121.160000
2005-07-12,,,,114.080000
2005-07-13,,,,117.080000
2005-07-14,,,,122.320000
2005-07-15,,,,122.480000
2005-07-18,,,,120.340000
2005-07-19,,,,122.060000
2005-07-20,,,,119.560000
2005-07-21,,,,118.170000
2005-07-22,,,,123.710000
2005-07-25,,,,124.870000
2005-07-26,,,,128.460000
2005-07-27,,,,123.210000
2005-07-28,,,,122.620000
2005-07-29,,,,121.300000
2005-08-01,,,,122.040000
2005-08-02,,,,124.730000
2005-08-03,,,,126.600000
2005-08-04,,,,123.180000
2005-08-05,,,,124.870000
2005-08-08,,,,125.000000
2005-08-09,,,,129.160000
2005-08-10,,,,124.070000
2005-08-11,,,,126.870000
2005-08-12,,,,130.280000
2005-08-15,,,,121.100000
2005-08-16,,,,124.230000
2005-08-17,,,,126.120000
2005-08-18,,,,126.880000
2005-08-19,,,,131.420000
2005-08-22,,,,128.650000
2005-08-23,,,,128.470000
2005-08-24,,,,129.260000
2005-08-25,,,,133.490000
2005-08-26,,,,135.540000
2005-08-29,,,,136.640000
2005-08-30,,,,127.270000
2005-08-31,,,,122.610000
2005-09-01,,,,123.960000
2005-09-02,,,,124.850000
2005-09-06,,,,124.650000
2005-09-07,,,,122.840000
2005-09-08,,,,121.890000
2005-09-09,,,,124.370000
2005-09-12,,,,122.200000
2005-09-13,,,,120.110000
2005-09-14,,,,126.300000
2005-09-15,,,,125.000000
2005-09-16,,,,122.940000
2005-09-19,,,,123.850000
2005-09-20,,,,121.280000
2005-09-21,,,,120.400000
2005-09-22,,,,121.850000
2005-09-23,,,,122.160000
2005-09-26,,,,123.440000
2005-09-27,,,,121.380000
2005-09-28,,,,121.450000
2005-09-29,,,,123.990000
2005-09-30,,,,115.230000
2005-10-03,,,,124.350000
2005-10-04,,,,116.570000
2005-10-05,,,,114.110000
2005-10-06,,,,115.190000
2005-10-07,,,,117.010000
2005-10-10,,,,117.140000
2005-10-11,,,,117.990000
2005-10-12,,,,117.830000
2005-10-13,,,,117.820000
2005-10-14,,,,121.730000
2005-10-17,,,,122.730000
2005-10-18,,,,120.570000
2005-10-19,,,,115.270000
2005-10-20,,,,122.320000
2005-10-21,,,,121.190000
2005-10-24,,,,126.310000
2005-10-25,,,,124.620000
2005-10-26,,,,122.830000
2005-10-27,,,,121.330000
2005-10-28,,,,118.180000
2005-10-31,,,,122.500000
2005-11-01,,,,126.110000
2005-11-02,,,,121.020000
2005-11-03,,,,122.410000
2005-11-04,,,,121.770000
2005-11-07,,,,120.030000
2005-11-08,,,,122.330000
2005-11-09,,,,122.560000
2005-11-10,,,,122.960000
2005-11-11,,,,123.850000
2005-11-14,,,,125.850000
2005-11-15,,,,120.090000
2005-11-16,,,,125.410000
2005-11-17,,,,123.130000
2005-11-18,,,,129.470000
2005-11-21,,,,125.080000
2005-11-22,,,,122.000000
2005-11-23,,,,123.310000
2005-11-25,,,,114.920000
2005-11-28,,,,120.220000
2005-11-29,,,,120.690000
2005-11-30,,,,114.810000
2005-12-01,,,,123.160000
2005-12-02,,,,123.750000
2005-12-05,,,,122.800000
2005-12-06,,,,117.120000
2005-12-07,,,,121.980000
2005-12-08,,,,122.910000
2005-12-09,,,,121.450000
2005-12-12,,,,119.420000
2005-12-13,,,,128.590000
2005-12-14,,,,119.260000
2005-12-15,,,,124.630000
2005-12-16,,,,120.800000
2005-12-19,,,,120.070000
2005-12-20,,,,122.600000
2005-12-21,,,,117.880000
2005-12-22,,,,118.810000
2005-12-23,,,,120.140000
2005-12-27,,,,115.300000
2005-12-28,,,,115.270000
2005-12-29,,,,115.780000
2005-12-30,,,,113.000000
2006-01-03,,,,114.000000
2006-01-04,,,,114.080000
2006-01-05,,,,113.750000
2006-01-06,,,,117.300000
2006-01-09,,,,115.090000
2006-01-10,,,,116.790000
2006-01-11,,,,119.500000
2006-01-12,,,,118.620000
2006-01-13,,,,119.140000
2006-01-17,,,,115.040000
2006-01-18,,,,115.020000
2006-01-19,,,,117.550000
2006-01-20,,,,123.550000
2006-01-23,,,,126.590000
2006-01-24,,,,128.730000
2006-01-25,,,,123.060000
2006-01-26,,,,126.340000
2006-01-27,,,,127.590000
2006-01-30,,,,120.130000
2006-01-31,,,,120.990000
2006-02-01,,,,117.800000
2006-02-02,,,,116.980000
2006-02-03,,,,116.840000
2006-02-06,,,,119.370000
2006-02-07,,,,116.920000
2006-02-08,,,,119.490000
2006-02-09,,,,119.310000
2006-02-10,,,,120.190000
2006-02-13,,,,120.700000
2006-02-14,,,,119.300000
2006-02-15,,,,126.440000
2006-02-16,,,,128.990000
2006-02-17,,,,133.880000
2006-02-21,,,,128.570000
2006-02-22,,,,130.030000
2006-02-23,,,,127.080000
2006-02-24,,,,128.560000
2006-02-27,,,,123.530000
2006-02-28,,,,124.610000
2006-03-01,,,,124.250000
2006-03-02,,,,123.300000
2006-03-03,,,,121.870000
2006-03-06,,,71.730000,116.600000
2006-03-07,,,,116.210000
2006-03-08,,,,117.210000
2006-03-09,,,,114.200000
2006-03-10,,,,116.210000
2006-03-13,,,,116.540000
2006-03-14,,,,114.430000
2006-03-15,,,15.710000,119.120000
2006-03-16,,,27.940000,142.020000
2006-03-17,,,28.600000,130.060000
2006-03-20,,,37.930000,124.390000
2006-03-21,,,37.350000,120.690000
2006-03-22,,,,121.700000
2006-03-23,,,,119.230000
2006-03-24,,,,124.340000
2006-03-27,,,,118.230000
2006-03-28,,,,118.710000
2006-03-29,,,,117.940000
2006-03-30,,,,116.770000
2006-03-31,,,,115.720000
2006-04-03,,,,115.480000
2006-04-04,,,,117.060000
2006-04-05,,,,117.100000
2006-04-06,,,,118.030000
2006-04-07,,,,115.700000
2006-04-10,,,,116.510000
2006-04-11,,,69.550000,113.560000
2006-04-12,,,,115.710000
2006-04-13,,,,117.990000
2006-04-17,,,,113.560000
2006-04-18,,,,116.740000
2006-04-19,,,,121.700000
2006-04-20,,,,130.000000
2006-04-21,,,,122.050000
2006-04-24,,,63.420000,128.770000
2006-04-25,,,61.330000,129.660000
2006-04-26,,,,126.140000
2006-04-27,,,,129.210000
2006-04-28,,,,125.200000
2006-05-01,,,61.960000,129.670000
2006-05-02,,,,124.010000
2006-05-03,,,,127.460000
2006-05-04,,,,125.860000
2006-05-05,,,,128.060000
2006-05-08,,,,125.250000
2006-05-09,,,,123.020000
2006-05-10,,,,119.620000
2006-05-11,,,,120.680000
2006-05-12,,,,123.210000
2006-05-15,,,,121.860000
2006-05-16,,,,130.150000
2006-05-17,,,,121.870000
2006-05-18,,,,123.090000
2006-05-19,,,,136.930000
2006-05-22,,,91.760000,126.150000
2006-05-23,,,88.660000,125.150000
2006-05-24,,,88.630000,127.400000
2006-05-25,,,82.640000,132.350000
2006-05-26,,,72.500000,128.500000
2006-05-30,,,82.140000,122.670000
2006-05-31,,,77.440000,121.970000
2006-06-01,,,74.080000,128.020000
2006-06-02,,,70.270000,127.020000
2006-06-05,,,77.380000,120.420000
2006-06-06,,,78.660000,121.790000
2006-06-07,,,73.860000,120.810000
2006-06-08,,,78.120000,120.190000
2006-06-09,,,79.870000,118.740000
2006-06-12,,,83.520000,121.270000
2006-06-13,,,93.200000,121.550000
2006-06-14,,,102.110000,124.240000
2006-06-15,,,99.130000,131.600000
2006-06-16,,,106.930000,128.320000
2006-06-19,,,102.560000,125.310000
2006-06-20,,,94.760000,126.540000
2006-06-21,,,92.400000,127.360000
2006-06-22,,,91.850000,125.080000
2006-06-23,,,86.810000,122.550000
2006-06-26,,,90.710000,124.870000
2006-06-27,,,95.120000,120.300000
2006-06-28,,,96.440000,118.990000
2006-06-29,,,96.630000,124.110000
2006-06-30,,,92.100000,118.280000
2006-07-03,,,89.130000,120.930000
2006-07-05,,,91.980000,120.220000
2006-07-06,,,92.880000,116.810000
2006-07-07,,,91.460000,114.970000
2006-07-10,,,93.520000,115.890000
2006-07-11,,,91.990000,119.170000
2006-07-12,,,,115.970000
2006-07-13,,,,115.400000
2006-07-14,,,,117.480000
2006-07-17,,,,118.560000
2006-07-18,,,,122.900000
2006-07-19,,,,121.580000
2006-07-20,,,,118.550000
2006-07-21,,,,118.330000
2006-07-24,,,99.610000,122.030000
2006-07-25,,,94.970000,120.530000
2006-07-26,,,89.230000,120.860000
2006-07-27,,,95.290000,119.780000
2006-07-28,,,93.160000,121.400000
2006-07-31,,,92.790000,121.640000
2006-08-01,,,92.670000,119.490000
2006-08-02,,,91.340000,117.980000
2006-08-03,,,89.240000,116.790000
2006-08-04,,,90.680000,117.540000
2006-08-07,,,89.580000,117.020000
2006-08-08,,,88.090000,118.180000
2006-08-09,,,,116.270000
2006-08-10,,,,118.310000
2006-08-11,,,,118.090000
2006-08-14,,,,118.240000
2006-08-15,,,,118.880000
2006-08-16,,,57.010000,120.170000
2006-08-17,,,,121.420000
2006-08-18,,,,125.350000
2006-08-21,,,80.680000,125.660000
2006-08-22,,,78.750000,124.000000
2006-08-23,,,81.150000,124.200000
2006-08-24,,,79.700000,123.750000
2006-08-25,,,81.940000,125.010000
2006-08-28,,,79.470000,122.640000
2006-08-29,,,81.800000,126.530000
2006-08-30,,,80.770000,125.520000
2006-08-31,,,79.840000,123.220000
2006-09-01,,,77.190000,124.590000
2006-09-05,,,80.180000,124.310000
2006-09-06,,,82.960000,123.090000
2006-09-07,,,86.180000,121.660000
2006-09-08,,,83.700000,124.340000
2006-09-11,,,85.780000,125.990000
2006-09-12,,,80.990000,126.420000
2006-09-13,,,81.550000,120.440000
2006-09-14,,,81.930000,119.470000
2006-09-15,,,59.520000,135.250000
2006-09-18,,,80.970000,127.350000
2006-09-19,,,81.770000,125.030000
2006-09-20,,,80.830000,122.710000
2006-09-21,,,85.950000,119.680000
2006-09-22,,,85.740000,118.860000
2006-09-25,,,82.010000,120.750000
2006-09-26,,,81.590000,121.640000
2006-09-27,,,81.080000,118.430000
2006-09-28,,,84.740000,118.210000
2006-09-29,,,84.310000,120.090000
2006-10-02,,,85.460000,119.800000
2006-10-03,,,86.570000,116.930000
2006-10-04,,,82.500000,118.150000
2006-10-05,,,87.500000,115.480000
2006-10-06,,,85.630000,117.340000
2006-10-09,,,84.760000,116.190000
2006-10-10,,,83.620000,118.430000
2006-10-11,,,88.400000,117.160000
2006-10-12,,,86.870000,117.440000
2006-10-13,,,86.610000,118.740000
2006-10-16,,,82.290000,116.540000
2006-10-17,,,66.990000,117.700000
2006-10-18,,,79.100000,114.960000
2006-10-19,,,77.710000,116.800000
2006-10-20,,,78.600000,117.060000
2006-10-23,,,84.730000,115.280000
2006-10-24,,,87.390000,114.680000
2006-10-25,,,85.900000,113.720000
2006-10-26,,,81.600000,112.970000
2006-10-27,,,82.710000,111.460000
2006-10-30,,,80.160000,114.110000
2006-10-31,,,76.400000,111.480000
2006-11-01,,,78.890000,112.360000
2006-11-02,,,77.080000,113.080000
2006-11-03,,,75.190000,112.370000
2006-11-06,,,70.460000,116.760000
2006-11-07,,,67.500000,115.720000
2006-11-08,,,62.080000,115.860000
2006-11-09,,,60.420000,113.190000
2006-11-10,,,61.060000,113.870000
2006-11-13,,,36.140000,113.320000
2006-11-14,,,60.770000,113.750000
2006-11-15,,,58.580000,111.630000
2006-11-16,,,62.480000,110.870000
2006-11-17,,,64.300000,117.730000
2006-11-20,,,65.980000,119.020000
2006-11-21,,,65.300000,118.530000
2006-11-22,,,63.620000,120.860000
2006-11-24,,,66.480000,118.470000
2006-11-27,,,71.600000,117.960000
2006-11-28,,,66.560000,121.890000
2006-11-29,,,60.300000,125.380000
2006-11-30,,,61.390000,124.000000
2006-12-01,,,62.330000,126.200000
2006-12-04,,,62.110000,124.810000
2006-12-05,,,65.870000,127.140000
2006-12-06,,,66.490000,125.610000
2006-12-07,,,68.650000,122.860000
2006-12-08,,,71.340000,124.710000
2006-12-11,,,72.840000,120.650000
2006-12-12,,,74.780000,124.460000
2006-12-13,,,79.060000,125.760000
2006-12-14,,,82.570000,132.310000
2006-12-15,,,84.630000,129.810000
2006-12-18,,,84.260000,128.930000
2006-12-19,,,78.910000,129.550000
2006-12-20,,,84.680000,126.280000
2006-12-21,,,83.940000,122.050000
2006-12-22,,,83.410000,121.500000
2006-12-26,,,85.280000,123.400000
2006-12-27,,,83.010000,123.480000
2006-12-28,,,88.720000,121.700000
2006-12-29,,,88.160000,121.250000
2007-01-03,,,87.630000,118.770000
2007-01-04,,,88.190000,118.780000
2007-01-05,,,90.170000,117.270000
2007-01-08,,,92.040000,119.440000
2007-01-09,,,92.760000,116.280000
2007-01-10,,,93.780000,117.790000
2007-01-11,,,85.970000,119.130000
2007-01-12,,,85.180000,119.700000
2007-01-16,,,85.300000,120.780000
2007-01-17,,,84.930000,120.950000
2007-01-18,,,83.660000,127.700000
2007-01-19,,,82.490000,127.240000
2007-01-22,,,84.430000,121.130000
2007-01-23,,,81.480000,122.770000
2007-01-24,,,77.510000,124.340000
2007-01-25,,,80.450000,119.490000
2007-01-26,,,81.360000,120.260000
2007-01-29,,,81.680000,117.830000
2007-01-30,,,78.900000,119.530000
2007-01-31,,,77.280000,118.580000
2007-02-01,,,73.500000,119.570000
2007-02-02,,,72.440000,121.700000
2007-02-05,,,70.290000,122.480000
2007-02-06,,,68.550000,122.780000
2007-02-07,,,70.320000,122.940000
2007-02-08,,,73.180000,122.690000
2007-02-09,,,74.390000,121.020000
2007-02-12,,,79.120000,119.810000
2007-02-13,,,75.720000,125.320000
2007-02-14,,,74.000000,123.090000
2007-02-15,,,70.340000,120.550000
2007-02-16,,,70.740000,121.010000
2007-02-20,,,65.870000,120.990000
2007-02-21,,,67.370000,119.100000
2007-02-22,,,66.050000,119.580000
2007-02-23,,,70.710000,117.710000
2007-02-26,,,70.330000,117.810000
2007-02-27,,,110.420000,112.500000
2007-02-28,,,91.640000,121.360000
2007-03-01,,,99.470000,120.990000
2007-03-02,,,104.170000,118.760000
2007-03-05,,,101.200000,118.070000
2007-03-06,,,93.650000,121.140000
2007-03-07,,,94.410000,119.490000
2007-03-08,,,93.970000,121.080000
2007-03-09,,,91.820000,121.960000
2007-03-12,,,90.020000,126.350000
2007-03-13,,,94.530000,130.040000
2007-03-14,,,98.080000,134.250000
2007-03-15,,,99.550000,136.150000
2007-03-16,,,102.740000,128.300000
2007-03-19,,,93.900000,122.840000
2007-03-20,,,89.550000,127.350000
2007-03-21,,,94.130000,130.070000
2007-03-22,,,95.520000,124.990000
2007-03-23,,,96.370000,125.640000
2007-03-26,,,95.950000,126.450000
2007-03-27,,,101.000000,122.890000
2007-03-28,,,104.790000,121.280000
2007-03-29,,,102.310000,121.400000
2007-03-30,,,99.780000,120.890000
2007-04-02,,,98.920000,122.620000
2007-04-03,,,94.980000,124.180000
2007-04-04,,,96.120000,123.940000
2007-04-05,,,93.600000,125.400000
2007-04-09,,,92.300000,125.320000
2007-04-10,,,87.370000,125.940000
2007-04-11,,,93.470000,127.030000
2007-04-12,,,91.380000,126.920000
2007-04-13,,,88.710000,128.620000
2007-04-16,,,83.980000,125.490000
2007-04-17,,,83.680000,130.620000
2007-04-18,,,80.590000,130.350000
2007-04-19,,,77.910000,126.110000
2007-04-20,,,79.180000,128.370000
2007-04-23,,,79.330000,123.550000
2007-04-24,,,77.830000,124.170000
2007-04-25,,,80.790000,122.680000
2007-04-26,,,81.670000,123.250000
2007-04-27,,,80.660000,124.730000
2007-04-30,,,85.330000,123.370000
2007-05-01,,,81.280000,125.450000
2007-05-02,,,82.590000,123.140000
2007-05-03,,,78.810000,123.030000
2007-05-04,,,77.100000,123.110000
2007-05-07,,,78.510000,123.300000
2007-05-08,,,79.900000,120.740000
2007-05-09,,,85.890000,121.240000
2007-05-10,,,83.580000,119.500000
2007-05-11,,,79.470000,121.660000
2007-05-14,,,82.020000,119.780000
2007-05-15,,,76.680000,121.170000
2007-05-16,,,70.260000,123.400000
2007-05-17,,,72.940000,123.340000
2007-05-18,,,75.430000,126.750000
2007-05-21,,,71.820000,126.220000
2007-05-22,,,72.360000,124.740000
2007-05-23,,,71.440000,123.170000
2007-05-24,,,74.360000,121.710000
2007-05-25,,,72.420000,124.000000
2007-05-29,,,72.480000,124.050000
2007-05-30,,,71.610000,124.690000
2007-05-31,,,72.200000,123.840000
2007-06-01,,,70.190000,124.230000
2007-06-04,,,70.740000,122.260000
2007-06-05,,,69.240000,122.930000
2007-06-06,,,72.060000,119.290000
2007-06-07,,,75.830000,117.520000
2007-06-08,,,70.690000,122.080000
2007-06-11,,,68.730000,119.710000
2007-06-12,,,69.480000,119.510000
2007-06-13,,,68.810000,121.590000
2007-06-14,,,63.520000,122.420000
2007-06-15,,,64.030000,121.630000
2007-06-18,,,66.760000,120.460000
2007-06-19,,,67.240000,123.380000
2007-06-20,,,76.800000,117.560000
2007-06-21,,,74.760000,117.970000
2007-06-22,,,78.350000,116.520000
2007-06-25,,,78.070000,116.870000
2007-06-26,,,82.010000,116.030000
2007-06-27,,,78.480000,118.010000
2007-06-28,,,76.040000,117.470000
2007-06-29,,,76.940000,115.720000
2007-07-02,,,75.560000,119.680000
2007-07-03,,,74.630000,119.870000
2007-07-05,,,75.860000,120.590000
2007-07-06,,,74.850000,120.850000
2007-07-09,,,73.050000,120.630000
2007-07-10,,,79.990000,117.480000
2007-07-11,,,81.550000,121.690000
2007-07-12,,,76.600000,119.990000
2007-07-13,,,76.650000,119.590000
2007-07-16,,,72.560000,117.880000
2007-07-17,,,72.410000,117.990000
2007-07-18,,,73.570000,120.350000
2007-07-19,,,72.020000,119.240000
2007-07-20,,,73.760000,117.400000
2007-07-23,,,74.560000,118.840000
2007-07-24,,,79.320000,116.130000
2007-07-25,,,75.310000,116.390000
2007-07-26,,,87.380000,116.270000
2007-07-27,,,97.230000,113.230000
2007-07-30,,,97.450000,115.420000
2007-07-31,,,104.080000,115.530000
2007-08-01,,,108.860000,119.940000
2007-08-02,,,100.800000,119.050000
2007-08-03,,,104.050000,117.300000
2007-08-06,,,95.220000,118.810000
2007-08-07,,,85.960000,116.920000
2007-08-08,,,82.520000,120.920000
2007-08-09,,,99.870000,115.300000
2007-08-10,,,108.910000,116.040000
2007-08-13,,,108.570000,119.500000
2007-08-14,,,114.960000,115.010000
2007-08-15,,,121.670000,118.300000
2007-08-16,,,142.990000,116.580000
2007-08-17,,,133.870000,126.700000
2007-08-20,,,125.040000,117.870000
2007-08-21,,,122.600000,117.760000
2007-08-22,,,117.470000,120.530000
2007-08-23,,,117.420000,121.350000
2007-08-24,,,111.950000,122.790000
2007-08-27,,,115.240000,121.530000
2007-08-28,,,119.790000,118.950000
2007-08-29,,,113.220000,121.020000
2007-08-30,,,112.660000,120.100000
2007-08-31,,,109.270000,117.260000
2007-09-04,,,104.870000,119.620000
2007-09-05,,,107.910000,118.070000
2007-09-06,,,106.600000,117.340000
2007-09-07,,,108.220000,116.720000
2007-09-10,,,107.070000,115.420000
2007-09-11,,,103.750000,116.450000
2007-09-12,,,106.950000,116.620000
2007-09-13,,,104.630000,117.360000
2007-09-14,,,104.390000,117.960000
2007-09-17,,,102.220000,117.870000
2007-09-18,,,92.330000,116.400000
2007-09-19,,,97.700000,120.850000
2007-09-20,,,97.380000,119.870000
2007-09-21,,,98.140000,121.150000
2007-09-24,,,94.270000,122.820000
2007-09-25,,,94.330000,118.580000
2007-09-26,,,89.490000,118.570000
2007-09-27,,,87.570000,118.000000
2007-09-28,,,87.130000,119.970000
2007-10-01,,,84.480000,120.830000
2007-10-02,,,88.740000,121.780000
2007-10-03,,,87.650000,121.790000
2007-10-04,,,89.380000,120.210000
2007-10-05,,,83.910000,119.730000
2007-10-08,,,84.960000,118.480000
2007-10-09,,,79.930000,119.130000
2007-10-10,,,87.460000,118.640000
2007-10-11,,,95.780000,117.440000
2007-10-12,,,90.630000,119.540000
2007-10-15,,,86.180000,117.450000
2007-10-16,,,91.470000,116.640000
2007-10-17,,,89.480000,118.480000
2007-10-18,,,83.370000,117.280000
2007-10-19,,,91.560000,114.990000
2007-10-22,,,88.170000,115.700000
2007-10-23,,,86.420000,116.420000
2007-10-24,,,89.140000,116.480000
2007-10-25,,,90.820000,115.670000
2007-10-26,,,95.360000,116.340000
2007-10-29,,,95.010000,115.190000
2007-10-30,,,100.370000,114.460000
2007-10-31,,,93.620000,116.880000
2007-11-01,,,97.530000,114.670000
2007-11-02,,,97.460000,116.520000
2007-11-05,,,97.290000,115.380000
2007-11-06,,,92.700000,115.460000
2007-11-07,,,98.170000,115.580000
2007-11-08,,,97.360000,115.030000
2007-11-09,,,97.860000,115.770000
2007-11-12,,,98.090000,117.920000
2007-11-13,,,92.580000,121.090000
2007-11-14,,,94.390000,119.700000
2007-11-15,,,92.960000,118.310000
2007-11-16,,,92.800000,119.300000
2007-11-19,,,91.130000,115.610000
2007-11-20,,,91.340000,114.100000
2007-11-21,,,94.490000,111.490000
2007-11-23,,,89.620000,111.320000
2007-11-26,,,91.550000,109.940000
2007-11-27,,,90.700000,109.310000
2007-11-28,,,91.620000,111.280000
2007-11-29,,,91.080000,110.790000
2007-11-30,,,88.880000,111.850000
2007-12-03,,,87.450000,111.570000
2007-12-04,,,86.850000,110.370000
2007-12-05,,,83.080000,112.080000
2007-12-06,,,81.510000,112.790000
2007-12-07,,,82.470000,112.790000
2007-12-10,,,81.500000,113.390000
2007-12-11,,,82.580000,111.270000
2007-12-12,,,89.410000,113.030000
2007-12-13,,,88.190000,111.450000
2007-12-14,,,85.820000,111.310000
2007-12-17,,,85.380000,109.750000
2007-12-18,,,80.830000,110.380000
2007-12-19,,,83.470000,111.220000
2007-12-20,,,79.440000,111.810000
2007-12-21,,,82.870000,115.120000
2007-12-24,,,79.850000,115.860000
2007-12-26,,,80.790000,115.200000
2007-12-27,,,84.360000,114.120000
2007-12-28,,,84.030000,112.900000
2007-12-31,,,82.190000,111.650000
2008-01-02,,,80.580000,110.610000
2008-01-03,,,79.330000,111.380000
2008-01-04,,,81.460000,109.530000
2008-01-07,,,79.510000,110.190000
2008-01-08,,,79.590000,109.170000
2008-01-09,,,89.370000,110.760000
2008-01-10,,,84.980000,110.250000
2008-01-11,,,84.660000,108.790000
2008-01-14,,,86.960000,111.380000
2008-01-15,,,81.130000,108.150000
2008-01-16,,,80.510000,108.490000
2008-01-17,,,84.990000,110.000000
2008-01-18,,,77.240000,110.620000
2008-01-22,,,86.580000,114.610000
2008-01-23,,,82.680000,113.070000
2008-01-24,,,81.310000,113.370000
2008-01-25,,,79.000000,112.640000
2008-01-28,,,76.430000,114.150000
2008-01-29,,,77.460000,113.820000
2008-01-30,,,76.410000,112.330000
2008-01-31,,,75.210000,106.430000
2008-02-01,,,73.940000,114.860000
2008-02-04,,,73.900000,112.880000
2008-02-05,,,75.060000,112.010000
2008-02-06,,,74.630000,111.930000
2008-02-07,,,72.000000,112.710000
2008-02-08,,,72.600000,111.710000
2008-02-11,,,71.410000,114.570000
2008-02-12,,,72.520000,113.970000
2008-02-13,,,71.440000,116.250000
2008-02-14,,,69.230000,114.190000
2008-02-15,,,74.720000,112.030000
2008-02-19,,,69.600000,113.570000
2008-02-20,,,71.290000,112.240000
2008-02-21,,,69.650000,112.440000
2008-02-22,,,65.470000,113.580000
2008-02-25,,,68.920000,113.420000
2008-02-26,,,68.590000,112.390000
2008-02-27,,,67.560000,111.610000
2008-02-28,,,66.610000,111.330000
2008-02-29,,,69.810000,110.190000
2008-03-03,,,71.020000,110.400000
2008-03-04,,,69.950000,110.070000
2008-03-05,,,68.510000,110.240000
2008-03-06,,,74.530000,110.460000
2008-03-07,,,76.020000,110.280000
2008-03-10,,,77.450000,109.890000
2008-03-11,,,73.760000,112.710000
2008-03-12,,,73.940000,111.470000
2008-03-13,,,75.560000,112.580000
2008-03-14,,,80.990000,110.590000
2008-03-17,,,80.710000,113.510000
2008-03-18,,,72.970000,112.400000
2008-03-19,,,70.500000,113.110000
2008-03-20,,,66.970000,113.710000
2008-03-24,,,68.820000,114.560000
2008-03-25,,,68.650000,114.870000
2008-03-26,,,69.560000,112.080000
2008-03-27,,,69.000000,111.780000
2008-03-28,,,68.790000,110.780000
2008-03-31,,,67.640000,110.360000
2008-04-01,,,66.960000,111.310000
2008-04-02,,,67.610000,112.080000
2008-04-03,,,66.110000,111.880000
2008-04-04,,,64.560000,111.480000
2008-04-07,,,67.400000,111.570000
2008-04-08,,,67.300000,112.130000
2008-04-09,,,75.240000,110.960000
2008-04-10,,,75.470000,110.820000
2008-04-11,,,74.740000,109.900000
2008-04-14,,,72.390000,109.620000
2008-04-15,,,68.150000,109.900000
2008-04-16,,,66.360000,112.470000
2008-04-17,,,65.090000,113.520000
2008-04-18,,,62.090000,115.350000
2008-04-21,,,63.430000,115.310000
2008-04-22,,,62.840000,114.420000
2008-04-23,,,59.740000,113.330000
